TURN	UTTERANCE	DA	EMOTION
Ses02F_script01_3_M011	and he's gone forever.  you're sure?	q	xxx
Ses02F_script01_1_M017	i'm gonna ask her to marry me.	ans	neu
Ses03M_script01_1_F003	well what was he doing out at four in the morning?	q	xxx
Ses04M_impro05_F031	the fifty dollars i'm going to give you for your bag is really all i'm concerned with.	o	fru
Ses03F_script02_1_F021	it's ridiculous.	o	xxx
Ses03F_script03_1_F009	don't laugh at me. i'm serious.	c	exc
Ses03F_script01_1_F031	there's nothing wrong with it.	o	neu
Ses04F_script01_2_F012	nobody in this house dares take her faith away, joe.  strangers might but not his father, not his brother.	o	fru
Ses05M_impro07_M025	yeah, yeah.  i i don't i don't know.  do you have any suggestions?	q	exc
Ses03F_script03_1_F006	[laughter] god, it sent shivers up my spine.	s	xxx
Ses01F_script02_1_F012	there is no point.	ans	xxx
Ses01F_script02_2_M036	i'm doing the best i can.	ans	fru
Ses03M_impro08b_M009	you might have an older phone where we would use sim cards but probably not.	s	neu
Ses01F_impro02_F002	i don't know.  i put in that. request too. they didn't...	s	sad
Ses05M_impro04_M012	i go in for these interviews, and they're all cool and everything, you know.  their nice and i'm nice to them, you know, give and take, back and forth, and whatever.	ans	fru
Ses05F_script01_3_M016	oh god i kissed annie! i can't believe i kissed annie!  how long i've wanted to do this.	o	exc
Ses05M_impro07_F033	okay.	ag	neu
Ses01M_script01_1_F005	cried hard?	q	sad
Ses01F_script03_1_F011	don't laugh at me.  i'm being serious.	c	hap
Ses02F_impro05_F016	i mean, is there somebody you can call?  or the guy that put the stuff on the--on the plane.  i mean, are they--they must be really irresponsible to have just disappeared my baggage.  i mean, did it get stolen?	q	fru
Ses05F_script02_1_M031	somewhere out there, is a giant mass of silver fish all swimming in this direction.  they don't know why and we don't know why. they didn't get an invitation.  and it wasn't a vote it wasn't a decision.  and nobody sent them a map or anything like that.	s	exc
Ses04F_script01_1_F030	well that's a good answer but it don't answer anything.  you haven't seen her since you went to war.  it's been five years.	s	ang
Ses01F_script01_3_M033	but then i came home and it was incredible, you know?  the whole thing was just kind of this random bus accident.  you know, i went back to the rat race again, i went to work.	s	sad
Ses02M_impro01_F014	it just happens to people all the time, i'm sorry sir, but i can't make an exception for you.	s	fru
Ses03M_script03_2_F032	shut up.	c	ang
Ses04F_script01_1_F010	what do you mean dishonest?	q	xxx
Ses04M_impro06_M012	i mean, it's just not fair.  like, i don't know.  why people -	ans	sad
Ses01M_script03_1_F018	how long will it last, this ludicrous, overbearing love of ours?	q	hap
Ses01F_impro01_M012	actually too long.	ans	xxx
Ses04F_script01_3_F020	well then what's wrong?  even in your letters there was something ashamed.	q	xxx
Ses05F_impro04_F043	yeah.	ans	neu
Ses03M_impro07_M008	no.  it's like it's harder than getting into harvard.	s	exc
Ses05F_impro01_F003	what, i mean what... what's the difference?  what do i need to do there that i can't do here?	q	fru
Ses04F_script02_2_M041	no, i know but still.  i know i don't make you happy.	ag	sad
Ses02M_script02_1_F012	i don't, it's just stupid.	ans	fru
Ses02F_impro07_F004	so--	b	exc
Ses05M_script01_2_F005	what's going on here, joe?	q	ang
Ses03F_impro05_F008	not to mention i have my work in there.	s	ang
Ses04F_impro03_M049	what?  you've heard me talk about it before.	s	xxx
Ses05M_script02_2_F013	do you remember the first time that we came to see the grunion?  it was about four years ago right after we got married.  we thought i was pregnant.  we had a bottle of champagne and no glasses.  you asked me to dance.  we took off our shoes.  and while we were dancing you said the most intimate things to me right in my ear so i could feel them as much as hear them.	s	sad
Ses01M_impro04_F015	you kind of have a short fuse.	o	neu
Ses03M_script02_1_F019	you didn't see them the first time either.	s	fru
Ses04F_script01_1_M009	you know that larry's not coming back and i know it.  why do we allow him to go on thinking that we believe with him?	q	ang
Ses04F_script03_2_F040	this is the end do you understand?  the end	s	ang
Ses01F_impro06_M006	mmhmm.	b	neu
Ses05M_script03_2_M014	you needn't be so grand simply because you don't happen to want me at the moment.	o	xxx
Ses02M_script01_1_F032	what the hell is this?	q	ang
Ses05M_script03_1_F028	and then the manager came in and saw us all rolling all over the floor, biting and scratching one another. [laughter]	s	xxx
Ses02F_impro02_M002	but, i'm--i'm nothing--i'm nothing without you here.  maybe we can--we can get out of this somehow.	o	fru
Ses04M_impro03_M016	um, no, no, no.  it'll be in like a park near the beach.	s	xxx
Ses05M_impro03_M015	it was a lot of fun it was a lot of fun.  she's great.  and i'm so happy.	o	hap
Ses03F_script02_2_F028	no, no.	ans	sad
Ses05F_impro04_F027	well, thank you.	g	xxx
Ses02M_script02_1_F007	it's after eleven. let's just go home.	s	fru
Ses04M_impro03_M029	all fruit and the color brown. just that. that's all that's my only request.	s	hap
Ses02F_impro04_M016	right.	b	neu
Ses05M_impro06_M015	and i don't know why people don't just tell you off the bat that it's just gonna suck anyway.  you know, like, what's the point?	o	xxx
Ses05F_impro04_F045	i will, i will.	ans	neu
Ses04F_impro02_F022	that's how you want to leave it?	q	ang
Ses03F_impro01_M000	yeah.	ag	xxx
Ses04M_script01_1_F024	now what can i do for you?	q	fru
Ses05M_script01_1_M025	to hell with that!	dag	ang
Ses05F_impro02_F037	yeah.	ag	sad
Ses04M_script02_2_M039	actually, now that you mention it, no.  i don't.	dag	hap
Ses03F_impro05_F015	no, they said i couldn't lock it.	ans	ang
Ses02M_impro06_F004	it's going to be so rough, i'm sorry.	o	sad
Ses03M_impro05a_F022	sir, listen to me.  your luggage is still in baltimore.	s	xxx
Ses05F_script02_1_F001	what flashlight?	q	neu
Ses03F_script01_1_M010	you know larry's not coming back and i know that too. why do we go on letting him think that we believe with him?	ans	xxx
Ses04F_impro02_M020	you're acting like, you know, you're the one who's going all through, you know, all this shit and it's really it's really not.	o	ang
Ses02F_script02_1_M031	i don't get it.  the first time we came here, you said it was the best night of your life.	s	neu
Ses03F_impro08_M008	what?  it's my phone.  you can't even call me on it. i don't have another phone.	ans	ang
Ses04F_script02_1_M030	we weren't in a good spot.	o	fru
Ses03F_impro08_F022	i don't know, sir.	ans	neu
Ses01F_impro03_F010	oh.  i hadn't even thought about that.	ans	hap
Ses02F_impro04_F003	but, it's been so long, like--i mine as well just take a job at mcdonald's.  like, i don't--	o	fru
Ses02F_script01_3_F024	how many?	q	sad
Ses02M_script01_3_M021	no.  nothing like that.	ans	sad
Ses05F_script01_1_M014	sit down, mom.  i want to talk to you.	c	fru
Ses04F_script03_2_M030	they'd get up a splendid little debate about that, you know.  intemperate tots.	o	xxx
Ses04F_script01_2_M017	what does that mean, me above all?  look at you.  you're shaking.	s	ang
Ses04F_impro07_F024	so this works out perfectly.  because i was worried if i didn't get in to u.s.c., then i would have to go somewhere far away and then-	o	exc
Ses05M_impro03_F020	oh.	b	hap
Ses01F_script01_1_F015	well i got an idea, but what's your story?	q	neu
Ses04F_script01_3_F021	you've got to tell me.	c	xxx
Ses04F_impro07_M024	yeah, i know.  that's right. yeah, yeah. because i live in la.	ag	xxx
Ses04M_impro06_F006	i know.  it never is.	ag	sad
Ses04F_script01_1_F027	how do you know she'll marry you?  maybe she feels the same way father does.	q	fru
Ses04M_impro03_F008	yeah, i would love to. thanks. [laughter]	ag	exc
Ses05M_impro04_M038	i like to think so.	o	fru
Ses02M_script03_1_F023	i know you did. you threw it out of the window into the grand canal; i don't think i'll ever forgive you for that.	ag	hap
Ses04F_impro03_M034	fried chicken, mashed potatoes.	s	neu
Ses05F_impro03_M053	oh, nice.	o	xxx
Ses03F_script02_2_F025	hope for some things.	s	sad
Ses05M_script03_2_F031	there aren't any people upstairs.  it's a photography studio.	s	xxx
Ses03M_impro07_F013	this is so great, you know, because i gone fit on downtown so i'm going to be like right here.  i think i'm going to be living at city lights downtown.	o	hap
Ses05M_script02_2_M021	do you want to get married again? what?  what, do you want a divorce?	q	fru
Ses01F_impro05_F029	i don't think you have done everything you could do because i don't have my bag here yet.	ans	ang
Ses05M_script03_2_F014	what?	q	xxx
Ses04F_impro01_M003	ma'am i cannot help you.  you need to fill out a new form and you need to get in the back of the line.	s	fru
Ses05F_impro02_M022	i no i can't  sigh	s	xxx
Ses02F_impro04_F002	oh, we're not hiring at this time or thank you, we already have your information on file--we'll call you when we're ready.	s	fru
Ses04M_script03_1_M005	hello, hello.  what?  wrong number.	s	xxx
Ses04M_script02_2_M021	it was in the car, right?  driving past the knickerbocker liquor locker?  you said let's get some champagne and i said times a wasting or something like that.  right?  that's it, right?  you want this to be like the other time.  that's it.  of course.	o	neu
Ses01F_impro01_F013	how long have you been working here?	q	fru
Ses04M_script01_1_F020	i'm just saying.	s	fru
Ses05F_impro07_F022	i'm not going to make fun of you.	s	xxx
Ses05M_script01_2_F010	i want you to pretend like he's coming back.  both of you, don't think i haven't noticed you and chris since she's gotten here.  i don't want any nonsense.	ans	fru
Ses05F_impro08_M022	right.	b	neu
Ses01F_impro03_F019	yeah.	ag	neu
Ses04M_impro07_M023	well i'll have flip flops for that.  that's not  some it's not a problem.	s	xxx
Ses05F_impro03_F023	oh, we'll do it in town.	ans	xxx
Ses01F_script01_3_M000	i know.  it kind of went out of style, didn't it?	q	neu
Ses05F_impro08_M030	it was horrible, but you've made it much better, thank you very much. absolutely	o	hap
Ses03F_impro02_M013	you remember the last time you went? you know how hard it was for me? now we have a kid.	s	xxx
Ses01F_script01_1_M017	so all right then, i'll just go ahead with it?	s	neu
Ses02F_script03_2_F039	i hate you.  stop it.  stop it.  i hate you, do you hear?  you're conceited and overbearing and utterly impossible.	o	ang
Ses05F_script01_1_M032	i've given it three years of thought.  and hope by now that he wouldn't.  can you forget about larry an- and we can have a regular wedding and have everybody be happy.  but that can't happen here, i'm set to get out.	s	fru
Ses03M_impro01_M021	how would you like that hmm?	q	fru
Ses02M_impro04_M001	i don't know what i'm going to do about this; i mean	ans	fru
Ses01M_impro01_M009	that's why i'm here, that's why i was waiting in this line.  i need to get another form of id.	s	fru
Ses05M_impro04_F003	what have you been trying?	q	neu
Ses04M_script01_1_F038	you mean - tell me something.  you mean you'd really leave the business?	q	xxx
Ses04F_script01_1_F035	are you crazy?	q	ang
Ses05M_impro04_F014	right.  maybe you have, like, you know a little bit of an abrasive vibe or something.	o	neu
Ses03F_script02_2_F037	i mean, this is, this is everything, and it's a lot, but	o	xxx
Ses01F_script03_2_F015	no.  i am just making myself fascinating for you.	ans	ang
Ses05M_script02_1_F015	augie.	b	fru
Ses05F_script01_3_M037	it felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  i mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  and you've got to be a little bit better than that!	s	sad
Ses01M_impro05_M011	that you wouldn't let me put in the overhead compartment.  you said i had to check it.	s	xxx
Ses02F_impro08_F026	absolutely. thank you so much for calling and we hope that you will come to us again.	ans	neu
Ses01M_impro04_F016	yeah.	ag	neu
Ses04M_script01_1_F034	what the hell is this?	q	ang
Ses03M_impro08b_F016	really?  no contract?	q	fru
Ses04F_impro03_F036	yes.	ag	exc
Ses01F_script02_1_F011	it's after eleven, let's go.	c	xxx
Ses02F_script02_1_F015	ah, augie.	b	fru
Ses02F_impro02_M010	...it would be so much better if we can--if we could stay together somehow.  you know--we could--we could do this together.	o	fru
Ses02F_script03_2_F017	no, it isn't.	dag	fru
Ses03F_script01_1_F028	cause listen, i'm telling you, i don't know where to go from there. do you?	q	fru
Ses02M_script01_3_F019	well, what's wrong?  i mean, even in your letters there was some--something ashamed.	q	sad
Ses03M_script03_2_M040	turn it--turn it off.	c	ang
Ses05M_script01_3_M037	it seemed to make suckers out of so many guys.  and i-i felt wrong to be alive; to to open that bank book, to to drive that car, the new car, and look at that new refrigerator. i mean	s	fru
Ses04F_impro03_F029	you can't ruin my mood today.  if you want to wear a brown tux, you go ahead and wear a brown tux	s	xxx
Ses01M_impro03_M014	yeah.  make her like open the bank account and stuff too.	o	neu
Ses05M_script01_1b_F014	well, i've got an idea but what's the story?	q	xxx
Ses03F_script02_1_F003	i don't understand why you're always saying oh, it's mine, it's mine. it's not like it's just your flashlight. i mean, how do you think that makes me feel?	q	ang
Ses04F_impro03_F049	what?  she could be just as excited as i am right now.	o	xxx
Ses03F_impro07_F034	[laughter]. no, you'd get used to it.	o	hap
Ses02F_script01_2_M003	don't look at me like that.  he didn't tell me anymore than he told you.	c	xxx
Ses02M_impro07_F023	fair for you, wow, oh my gosh.	o	exc
Ses04M_script02_2_F023	no.	ans	fru
Ses05F_impro03_FXX1	yeah--	ans	-
Ses01F_impro06_M003	you know you are welcome to stay at my house if you want to just check out for a couple days and hang out.	o	sad
Ses05M_impro03_M001	i did it, i asked her to marry me.	ans	exc
Ses01M_script03_2_M043	shut up. shut up. i wouldn't marry you again if you came crawling back to me on a bended knee. you are an evil tempered little vampire and i never want to see you again as long as i live.	o	ang
Ses02F_script01_1_F024	and you can go on from there if you know where to go, but i don't know where to go.  see, i don't know.  now what can i do for you?	q	fru
Ses02M_impro02_M003	it's it's dangerous anywhere, honey. i mean this is -this i'm just going to go and we'll get it over with	s	fru
Ses05M_script02_2_M019	take off our shoes?	q	xxx
Ses01M_script01_1_M004	no.  i figured i'd just let it wait.	ans	sad
Ses02M_impro06_M004	she was with yeah  she was with gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.	s	sad
Ses02F_script02_2_F021	no.	ans	sad
Ses01F_impro03_F003	chuck. [laughter]	oth	xxx
Ses03M_script03_1_M008	with the most perfect poise?	q	xxx
Ses05M_script03_2_F034	very well.  if you have to be boorish and idiotic.	dag	ang
Ses05F_impro07_F008	whoa.  what an idea.  where would you want to live?	q	exc
Ses01M_impro01_M031	why, because i'm sick of talking to you.	ans	ang
Ses05F_impro04_F030	yeah, and i look nice and i'm you know--	ans	fru
Ses04M_script03_1_F025	it went on intermittently for days.	ans	exc
Ses05F_impro05_F027	right, but if i'm riding a bus, i don't need to buy luggage insurance that the backpack i take on is going to get to my destination with me.	s	fru
Ses03F_impro02_M028	how are we supposed to tell amy? how's she supposed to understand that?	q	sad
Ses05F_script02_2_M011	i thought you wanted to see it.	o	fru
Ses04M_impro03_M010	help kate out with like planning stuff. i mean, if you want to.  i mean, you guys are good friends anyway so i figured, you know, if you guys want to like - i mean, you know, i'm sure you enjoy that kind of thing.	o	xxx
Ses05F_impro03_M046	i can't believe it.	o	exc
Ses03M_script01_1_M005	i could hear it right through the floor.	ans	sad
Ses04F_impro07_F001	my acceptance letter.	ans	exc
Ses03M_impro02_F017	i'm sick of being strong- --for us.	o	sad
Ses04F_impro07_M076	i mean it's not really free because you have to pay for it, but yeah.	o	neu
Ses05F_script03_2_M030	oh, this is very interesting.  we we might get a splendid debate going about this intemperate tots.	o	fru
Ses02F_script03_2_M003	you went out of your way to torture me over peter burden.	s	xxx
Ses05F_script01_2_F006	she's not his girl.  she knows she's not.	o	ang
Ses03F_script01_2_M003	how do you know he's even thinking about it?	q	neu
Ses05F_script01_1_M037	then help me stay here.	c	xxx
Ses02F_script03_2_F031	why?	q	ang
Ses04F_impro03_M041	i'm so all the blood	o	exc
Ses05M_impro01_M015	wouldn't you? oh, come on.  you just tell me.  you would make an exception for me.	q	ang
Ses03F_script03_2_M003	you went out of your way to torture me over peter burden.	s	xxx
Ses05M_script03_2_F040	yes, i am. let go with me	dag	ang
Ses03M_script03_2_M010	i'll have a little i think.	s	neu
Ses04M_impro07_M039	i'll take that in consideration.  alright.	o	xxx
Ses02F_impro03_F000	oh my god.  guess what, guess what, guess what, guess what, guess what, guess what?	q	exc
Ses01F_impro02_M007	this is a stupid war.	o	xxx
Ses03F_script01_1_M040	and i thought that if i waited then dad would forget about larry and then we could have a regular wedding and everything happy.	o	xxx
Ses02F_script02_2_F002	it's pr.  somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.	o	xxx
Ses05F_impro08_F019	yeah, we somebody went in and and cleared the problem and it looks like you're all paid.	s	neu
Ses02M_script01_1_M006	i guess he is.	ans	xxx
Ses01F_impro02_F010	things just aren't what they seem.	s	sad
Ses05M_impro02_F019	i mean, i-i know that you're a good soldier, but not everybody else is. and what if	o	fea
Ses03M_script02_1_M022	why not?	q	xxx
Ses01F_script01_1_F006	it's getting to be just like after he died.  what's the meaning of that?	q	xxx
Ses02M_script01_1_M024	i don't know why but every time i reach out for something that i really want, i have to pull back 'cause someone else will suffer. my whole bloody life, time after time after time.	o	ang
Ses05F_impro02_M006	what am i going to do?	q	fru
Ses04M_impro08_M014	ma'am, i understand that.	ag	fru
Ses01M_script01_1_M032	i'll leave.  i'll get married and move somewhere else maybe new york.	ans	fru
Ses02F_impro03_F027	of course, of course--you'll be able to be a part of it.  you can come help me pick my colors.	ag	hap
Ses04M_impro01_M008	or i can't go behind there you can go behind this person's desk and just grab the form. so if you could just do that; that would help me out a lot.	s	fru
Ses05M_impro06_M008	and he's gone now and i  - i just can't believe it.	o	sad
Ses05F_script03_2_F015	it's the woman's job to allure the man.  why don't you watch me for a moment?	o	xxx
Ses03F_impro05_F016	give me--i'm going to talk to your supervisor. give me your supervisor. i want to talk to your supervisor right now.	c	ang
Ses01F_script03_1_F009	it's true.  i think the whole thing's a cruel joke.	o	xxx
Ses05M_impro07_F041	wow, are you so excited?	q	exc
Ses03M_impro05a_M010	okay.  what do you want?	q	ang
Ses04F_script02_1_F005	yes.	ans	xxx
Ses04F_impro03_F022	blue for the sky.	s	xxx
Ses04M_script03_2_F027	they sting.	dag	fru
Ses05F_script01_2_M001	well maybe.  maybe she just wanted to see her again.	ans	neu
Ses01F_impro07_F008	umm. it's...it's uhh...it's critical studies. it's a really prestigious program, so they say.	ans	xxx
Ses01M_impro07_M028	like, you know like police officers, like--kind of heavyset guys. mustaches, yeah. it's that kind of-	ans	xxx
Ses04F_script01_3_M044	otherwise what you have is really just loot and there's blood on it.  i didn't want to take any of it.	o	sad
Ses01M_impro07_F007	that is incredible. do you get like a per diem?	q	exc
Ses02M_script03_2_F034	very well, if you insist on being boorish and idiotic.	dag	fru
Ses05F_impro08_M004	this is ridiculous.  i i seriously, i don't understand why you think these automated systems are supposed to like work for anybody.  they have never, ever work for me.	o	ang
Ses03F_impro03_F019	but, i don't know, i--it's so weird to think i'm marrying somebody 'cause i feel so young, you know?	o	hap
Ses01F_impro07_M008	yeah.  big time.	ag	exc
Ses03M_script02_1_M032	okay.  we're in a good spot.	o	xxx
Ses02M_script03_1_M004	i don't care then.	s	xxx
Ses01F_script02_2_F037	don't be ridiculous.  anything that anything i am doing, i'd rather be doing it with you.	s	sur
Ses03F_impro06_F006	turned around for the worst, you know.	s	sad
Ses05F_script02_1_M032	it's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the california coast and just started swimming.	s	exc
Ses04F_script01_2_M012	but kate-	b	fru
Ses05F_impro01_M015	what the lady, what? the janitor?	q	fru
Ses05M_script02_2_F034	yes, i did notice that.  it does look really beautiful over the water.  big old white moon.	o	hap
Ses02F_script02_2_M046	or not.	ag	hap
Ses05M_script02_1_M013	that's my point, too.	ag	xxx
Ses03M_impro05a_F004	alright.  and you're coming- wait, hold on sir.  you're coming from baltimore into lax right?	q	fru
Ses04F_script03_1_F023	oh, charles.  that was his name.  charles he did wriggle so beautifully.	s	exc
Ses04F_script01_1_F033	just give it some more thought.	c	xxx
Ses03M_impro06_F006	yeah.	b	xxx
Ses04F_script01_3_M001	you're not sorry you came.	q	xxx
Ses04M_script02_2_M036	maybe if you were with somebody else, too, huh?	o	xxx
Ses01M_script01_3_F014	everyday since.	ans	exc
Ses03F_impro04_F001	no, i don't know, i--maybe this isn't for me. you know, maybe this isn't the right business for me.	o	fru
Ses03M_impro06_MXX0	thanks.	g	-
Ses05M_script03_2_F019	hum, it doesn't seem to have worked such wonders with you.	o	xxx
Ses03M_script03_1_M024	let's savor the delight of the moment.  come kiss me darling before worms pop in and out of your eye sockets.	o	xxx
Ses02M_impro01_M001	yea. i just want to get this done	s	neu
Ses03M_impro06_M006	he was supposed to be the best man at my wedding.	s	sad
Ses01F_script01_1_F037	you have a business here.  what the hell is this?	q	ang
Ses05M_impro07_M045	i had to tell you right away.  i knew you'd be excited.	o	exc
Ses02M_script03_2_F015	no i'm just making myself fascinating for you.	ans	neu
Ses01F_script01_3_F035	what would i do with a fortune?	q	hap
Ses02M_script03_1_M000	good god.	s	fea
Ses03M_impro02_F020	i know.	ag	fru
Ses03M_script03_1_F007	certainly.  and i shall probably do a court courtesy.	ans	xxx
Ses01M_impro05_F029	that's too bad.	o	neu
Ses03M_impro04_M039	twenty-one hundred on my s.a.t..	s	xxx
Ses03M_script02_1_M004	but if i can't tell, it probably isn't them isn't it?  probably would be unmistakable wouldn't you think?  how are you doing?	q	exc
Ses01F_script02_2_M021	sure.  all right.  okay.	ag	neu
Ses02M_script02_2_F040	yes, i noticed that. it looks pretty on the water doesn't it? big old white moon.	o	xxx
Ses05M_impro08_M006	okay. um  well, i don't know.  and it consistently happens every two weeks?	q	neu
Ses04F_impro07_F052	i know.  right down the street.	ag	exc
Ses05M_script01_1_M023	she is not larry's girl!	dag	ang
Ses03F_script03_2_F029	do shut up. shut up.	c	fru
Ses04M_script01_1_F032	yes we did. do you want to keep going?	q	neu
Ses01F_script02_1_M006	my flashlight.  god, how could i be so stupid?  i can't believe i forgot my flashlight.	ans	xxx
Ses05M_script03_1_M032	i should never forget his face. [laughter]	s	exc
Ses03F_impro07_F027	are you going to come stay in my dorm with me sometime?	q	exc
Ses04F_script02_1_M014	do you want my jacket?	q	xxx
Ses01F_script03_2_F016	oh.  it's a woman's duty to allure the man.	o	ang
Ses01F_script03_2_F039	oh.  yes i am.	ans	ang
Ses01F_script01_1_M030	mom, what do you want?  a diagram?	q	fru
Ses01M_script03_2_M004	i knew nothing of the sort. you took presents from him.	s	xxx
Ses02F_script01_2_M014	all right.  all right.  calm yourself.	c	fru
Ses04F_impro03_M046	yeah.  i know but it's, you know, maybe we'll get married.  i don't know.  should be pretty-	o	xxx
Ses05F_impro07_F028	[laughter] oh, it'll be awesome, that's for sure.	o	exc
Ses01F_impro03_F020	oh.	b	xxx
Ses05F_impro05_M016	right.  well, i don't know what to tell you. um what i can offer you is a fifty dollar voucher on your next flight.	s	neu
Ses04F_script03_1_F018	well that's serious enough, isn't it?	q	xxx
Ses03F_script01_1_M001	he was out there when it happened.	ans	neu
Ses05M_script01_1b_M026	so what, i'm not fast with women?	ag	fru
Ses05F_impro04_M033	do they give you any specifics as to why they didn't go with you?	q	neu
Ses05F_impro03_F057	you should just approach her like that.  hey, will you bear my children?	o	hap
Ses05F_impro04_F044	thank you.	g	neu
Ses02F_impro08_F003	um, how may i help you.  you're trying to book a specific flight?	q	neu
Ses05F_script03_2_M029	oh, very interesting.  how about a child of three or a child of six?  how about a child of nine?	q	xxx
Ses01M_script01_3_F004	for one thing your mother as much as told me to go.	ans	neu
Ses03M_impro08b_M018	they might only have orange.	dag	neu
Ses02M_impro06_F012	even if you still do she'll she'll be there.	o	sad
Ses01F_script02_2_F043	augie, you bought refreshments.	s	hap
Ses05M_impro06_M018	even, yeah - he doesn't he would never feel that way, he would never want me to feel that way.  of course not, but that's just where i am right now and - - i don't know what else to do with it.	o	sad
Ses04F_impro05_M014	ma'am in flying with northwest airlines you agreed to	s	fru
Ses01F_impro04_M002	no.  there's regular jobs on there.	dag	neu
Ses05M_script01_1_M027	well, if that's the case, then that's the end of it.  but from her letters it sounds like she has forgotten him.  i'll find out.  and then we'll thrash it out with dad, all right?  mom, don't avoid me.	ans	xxx
Ses05M_script01_3_F027	[laughter] what will i do with a fortune?	q	hap
Ses05M_impro05_M019	well, could you tell me if it's been confiscated then.	q	fru
Ses04M_impro01_M022	please, will you please - will you please just grab the form?	q	fru
Ses01F_impro04_F031	oh.  i'm saving the environment. i'm riding this car because i i want to.	o	ang
Ses04M_impro03_M021	yeah, yeah. she was actually - she was going to tell you but i told her that i wanted to tell you and she had to work today anyway, so i decided to-	s	hap
Ses02F_script03_1_M025	you remember that awful scene we had in venice?	q	neu
Ses02F_impro07_F011	and you know what, you know what i mean, like it's recognizable rather than just being like i went some random school. it's like people really know what you...	s	exc
Ses01M_impro06_M017	so weird you know that like one days it's like you know sounds so stupid but like one day someone's here. and like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  you just like used to take for granted--you know.	o	sad
Ses02M_impro07_M000	[breathing] so, you know i've been hearing back from some colleges.	s	xxx
Ses05F_script03_1_M031	[laughter] i shall never forget his face.	s	exc
Ses03F_script03_2_F023	i don't care. i don't care, do you understand? i don't care if they bark, if they roll over on the floor like hoops.	o	ang
Ses01M_impro02_F013	you're going with the same ones?	q	sad
Ses04F_impro07_M010	i'll get you i'll get you a bottle of mace.	ans	xxx
Ses05M_script03_2_F003	[garbage], no, i didn't.  you worked the whole thing up in your jealous imagination.	dag	fru
Ses05M_script03_2_M033	because it's very late and you'll disturb the people upstairs.	ans	ang
Ses02F_impro02_M008	i don't know--i don't know--i don't know how--i don't know how this could even be possible for you--i--if i was--	dag	fru
Ses03F_impro06_M005	and he just got that baseball scholarship.	s	sad
Ses04F_script01_1_F012	you can't say that to him.	ans	ang
Ses05F_impro04_F017	i don't know. maybe i can take out a loan. i just i need prospects and i don't feel like i have any.	o	sad
Ses05M_script03_1_M017	[garbage] who knows?	ans	xxx
Ses05M_script01_2_F004	he's got that about it.	ans	neu
Ses02F_script01_1_F032	i don't want a diagram.  umm- he thinks he's coming back, chris.  you marry that girl and you're pronouncing him dead.	ans	fru
Ses01F_script01_2_M001	well maybe...maybe he just wanted to see her.	ans	neu
Ses04F_script02_1_M040	ah, i'm giving myself goose bumps.  all my hairs are popping up.	s	exc
Ses01F_script02_2_M037	maybe if you were with someone else, too.	o	sad
Ses04F_impro07_F068	lots of money and	o	xxx
Ses02F_script03_2_F001	presents?  just a trivial little broach.	s	xxx
Ses02F_impro07_F016	i don't mind worrying about all the paperwork.  you know--	s	exc
Ses05F_impro06_M002	that's the worst.  i'm so sorry.  did you know him well?	q	sad
Ses04M_script01_3_F000	you're the only one i know who loves his parents.	s	xxx
Ses03M_script03_2_F012	it's become a habit with you.	o	neu
Ses01F_script03_2_F009	no.  thank you.	ans	xxx
Ses03F_script01_2_F012	i think again, that i'm-i'm right.	o	xxx
Ses03F_script01_1_M014	all right. just sit down, mom. i want to talk to you.	c	fru
Ses01F_impro04_M020	okay, yeah.  i would imagine.	ag	neu
Ses03M_script02_2_M020	it was in the car right?  driving past the knickerbocker liquor locker...	q	neu
Ses01M_script02_1_M006	my flashlight.  how could i forget my flashlight?  god--	ans	xxx
Ses01M_impro07_F018	they have those neon--softballs.  they're like day-glow you can see them anywhere.	s	exc
Ses03F_impro03_F008	goes up there and everyone's clapping and he's standing there and they put a spotlight on him.	s	exc
Ses04F_script02_2_F022	and i remember thinking this is it.  at last, at last i'm as happy as i'm supposed to be.	s	sad
Ses03M_impro07_F007	we can party.  we can have fun.	o	exc
Ses01M_script01_1_M006	i don't know.	ans	sad
Ses01M_script01_1_M011	i don't want to argue with him, it's just for god's sake it's time he realized that no one believes with him any more.	ans	fru
Ses05F_impro04_F002	i don't know.  i mean, what am i supposed to do? i've it's not for lack of effort.  i've been trying.	ans	fru
Ses05M_impro07_F026	yeah.  i mean, i know, i know, like the the housing surrounding the campus pretty well.	ans	neu
Ses05F_script02_2_F035	augie, you bought refreshments.	s	xxx
Ses03M_script02_1_M033	we just weren't in the good spot.  this is a much better spot.  you know, i have a good instincts for these things.	o	fru
Ses05F_impro05_M008	well, i'm not a miracle worker.  i don't know what i can do for you.  i don't have the bag right here.	ans	neu
Ses05F_impro02_F038	i love you.  i'm going to miss you so much.  sigh	o	sad
Ses02M_script01_3_F011	i almost got married two years ago.	ans	xxx
Ses02F_impro06_F006	i mean, he was like really conscious right up until the end. you know	s	sad
